date,total_balance_normal,unlocked_balance_normal,benchmark
2025-03-30T04:30:00.000+0000,1000000.0,1000000.0,999999.9999999999
2025-03-30T04:40:00.000+0000,1000000.0,1000000.0,999999.9999999999
2025-03-30T04:50:00.000+0000,1000000.0,1000000.0,999999.9999999999
2025-03-30T05:00:00.000+0000,1000000.0,1000000.0,999999.9999999999
2025-03-30T05:10:00.000+0000,1000000.0,1000000.0,999999.9999999999
2025-03-30T05:20:00.000+0000,1000000.0,1000000.0,999999.9999999999
2025-03-30T05:30:00.000+0000,1000000.0,1000000.0,999999.9999999999
2025-03-30T05:40:00.000+0000,1000000.0,1000000.0,999999.9999999999
2025-03-30T05:50:00.000+0000,1000000.0,1000000.0,999999.9999999999
2025-03-30T06:00:00.000+0000,1000000.0,1000000.0,999999.9999999999
2025-03-30T06:10:00.000+0000,1000000.0,1000000.0,999999.9999999999
2025-03-30T06:20:00.000+0000,999200.02390528,29.88160000007406,999999.9999999999
2025-03-30T06:30:00.000+0000,999200.02390528,29.88160000007406,999999.9999999999
2025-03-30T06:40:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T06:50:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T07:00:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T07:10:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T07:20:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T07:30:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T07:40:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T07:50:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T08:00:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T08:10:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T08:20:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T08:30:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T08:40:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T08:50:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T09:00:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T09:10:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T09:20:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T09:30:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T09:40:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T09:50:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T10:00:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T10:10:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T10:20:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T10:30:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T10:40:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T10:50:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T11:00:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T11:10:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T11:20:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T11:30:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T11:40:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T11:50:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T12:00:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T12:10:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T12:20:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T12:30:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T12:40:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T12:50:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T13:00:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T13:10:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T13:20:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T13:30:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T13:40:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T13:50:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T14:00:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T14:10:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T14:20:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T14:30:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T14:40:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T14:50:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T15:00:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T15:10:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
2025-03-30T15:20:00.000+0000,999200.02390528,24731.503380880076,999999.9999999999
